"","data.INSTNM","data.TUITFTE","value"
"6914","Apollo College-New Mexico","NULL",0.107090103397341
"6915","Apollo College Online","NULL",0.107090103397341
"6916","Arkansas College of Barbering and Hair Design","NULL",0.080188679245283
"6917","Bee Jays Academy","NULL",0.37551867219917
"6918","Harding School of Theology","NULL",0.0483434048760158
"6919","Career Academy of Hair Design-Siloam Springs","NULL",0.061744966442953
"6920","Career Academy of Hair Design-Rogers","NULL",0.061744966442953
"6921","Alliant International University-Fresno","NULL",0.307266982622433
"6922","Alliant International University-Los Angeles","NULL",0.307266982622433
"6923","Alliant International University-San Francisco","NULL",0.307266982622433
"6924","Alliant International University-Irvine","NULL",0.307266982622433
"6925","Alliant International University-Sacramento","NULL",0.307266982622433
"6926","Casa Loma College-Anaheim Campus","NULL",0.223551637279597
"6927","Golden Gate University-Monterey","NULL",0.108653378706855
"6928","Golden Gate University-Los Angeles","NULL",0.108653378706855
"6929","Golden Gate University-Roseville","NULL",0.108653378706855
"6930","Golden Gate University-Seattle","NULL",0.108653378706855
"6931","Golden Gate University-Silicon Valley","NULL",0.108653378706855
"6932","Humphreys College-Modesto","NULL",0.106683804627249
"6933","Marinello School of Beauty-Whittier","NULL",0.216326530612245
"6934","Marinello School of Beauty-Reseda","NULL",0.216326530612245
"6935","Marinello School of Beauty","NULL",0.216326530612245
"6936","Marinello School of Beauty-Ontario","NULL",0.216326530612245
"6937","Marinello School of Beauty-San Diego","NULL",0.216326530612245
"6938","Marinello School of Beauty-San Bernardino","NULL",0.216326530612245
"6939","Marinello School of Beauty-West Covina","NULL",0.216326530612245
"6940","Marinello School of Beauty-West Los Angeles","NULL",0.216326530612245
"6941","Marinello School of Beauty-Inglewood","NULL",0.216326530612245
"6942","Mount Saint Mary's University - Doheny Campus","NULL",0.103701687534023
"6943","San Joaquin General Hospital School of Radiation Technology","NULL",0.237012987012987
"6944","Pinnacle College-Sacramento","NULL",0.314965197215777
"6945","United Education Institute-San Bernardino Campus","NULL",0.536585365853659
"6946","United Education Institute-San Diego Campus","NULL",0.536585365853659
"6947","United Education Institute-Ontario Campus","NULL",0.536585365853659
"6948","United Education Institute-Van Nuys Campus","NULL",0.536585365853659
"6949","United Education Institute-Chula Vista","NULL",0.536585365853659
"6950","United Education Institute-El Monte Campus","NULL",0.536585365853659
"6951","Porter and Chester Institute of Rocky Hill","NULL",0.0904994367254976
"6952","Porter and Chester Institute of Enfield","NULL",0.0904994367254976
"6953","Porter and Chester Institute of Watertown","NULL",0.0904994367254976
"6954","Porter and Chester Institute of Chicopee","NULL",0.0904994367254976
"6955","Porter and Chester Institute of Worcester","NULL",0.0904994367254976
"6956","Strayer University-Takoma Park Campus","NULL",0.150431034482759
"6957","Strayer University-Woodbridge Campus","NULL",0.150431034482759
"6958","Strayer University-Fredericksburg Campus","NULL",0.150431034482759
"6959","Strayer University-Alexandria Campus","NULL",0.150431034482759
"6960","Strayer University-Loudoun Campus","NULL",0.150431034482759
"6961","Strayer University-Manassas Campus","NULL",0.150431034482759
"6962","Strayer University-Takoma Park Campus","NULL",0.150431034482759
"6963","Strayer University-Prince Georges Campus","NULL",0.150431034482759
"6964","Strayer University-Henrico Campus","NULL",0.150431034482759
"6965","Strayer University-Anne Arundel Campus","NULL",0.150431034482759
"6966","Strayer University-White Marsh Campus","NULL",0.150431034482759
"6967","Strayer University-Rockville Campus","NULL",0.150431034482759
"6968","Strayer University-Chesterfield Campus","NULL",0.150431034482759
"6969","Strayer University-Chesapeake Campus","NULL",0.150431034482759
"6970","Strayer University-Newport News Campus","NULL",0.150431034482759
"6971","Strayer University-Owings Mills Campus","NULL",0.150431034482759
"6972","Strayer University-Online Campus","NULL",0.150431034482759
"6973","Strayer University-Research Triangle Park Campus","NULL",0.150431034482759
"6974","Strayer University-North Charlotte","NULL",0.150431034482759
"6975","Strayer University-South Charlotte","NULL",0.150431034482759
"6976","Strayer University-Nashville Campus","NULL",0.150431034482759
"6977","Strayer University-Thousand Oaks Campus","NULL",0.150431034482759
"6978","Strayer University-North Raleigh Campus","NULL",0.150431034482759
"6979","Strayer University-Lower Bucks Campus","NULL",0.150431034482759
"6980","Strayer University-Delaware County Campus","NULL",0.150431034482759
"6981","Strayer University-Greenville Campus","NULL",0.150431034482759
"6982","Strayer University-Shelby Oaks Campus","NULL",0.150431034482759
"6983","Strayer University-Chamblee Campus","NULL",0.150431034482759
"6984","Strayer University-Cobb Campus","NULL",0.150431034482759
"6985","Strayer University-King of Prussia Campus","NULL",0.150431034482759
"6986","Strayer University-Greensboro Campus","NULL",0.150431034482759
"6987","Strayer University-Tampa East Campus","NULL",0.150431034482759
"6988","Strayer University-Tampa Westshore Campus","NULL",0.150431034482759
"6989","Strayer University-Morrow Campus","NULL",0.150431034482759
"6990","Strayer University-Columbia Campus","NULL",0.150431034482759
"6991","Strayer University-Christiana Campus","NULL",0.150431034482759
"6992","Strayer University-Center City Campus","NULL",0.150431034482759
"6993","Strayer University-Cranberry Woods Campus","NULL",0.150431034482759
"6994","Strayer University-Penn Center West Campus","NULL",0.150431034482759
"6995","Strayer University-Roswell Campus","NULL",0.150431034482759
"6996","Strayer University-Virginia Beach Campus","NULL",0.150431034482759
"6997","Strayer University-Charleston Campus","NULL",0.150431034482759
"6998","Strayer University-Birmingham Campus","NULL",0.150431034482759
"6999","Strayer University-Washington Campus","NULL",0.103911042944785
"7000","Strayer University-Lexington Campus","NULL",0.150431034482759
"7001","Strayer University-Louisville Campus","NULL",0.150431034482759
"7002","Strayer University-Garner Campus","NULL",0.150431034482759
"7003","Strayer University-Huntersville Campus","NULL",0.150431034482759
"7004","Strayer University-Douglasville Campus","NULL",0.150431034482759
"7005","Strayer University-Lithonia Campus","NULL",0.150431034482759
"7006","Strayer University-Savannah Campus","NULL",0.150431034482759
"7007","Strayer University-Knoxville Campus","NULL",0.150431034482759
"7008","Strayer University-Cherry Hill Campus","NULL",0.150431034482759
"7009","Strayer University-Willingboro Campus","NULL",0.150431034482759
"7010","Strayer University-Baymeadows Campus","NULL",0.150431034482759
"7011","Strayer University-Maitland Campus","NULL",0.150431034482759
"7012","Strayer University-Orlando East Campus","NULL",0.150431034482759
"7013","Strayer University-Palm Beach Gardens Campus","NULL",0.150431034482759
"7014","Strayer University-Sand Lake Campus","NULL",0.150431034482759
"7015","Strayer University-Augusta Campus","NULL",0.150431034482759
"7016","Strayer University-Huntsville Campus","NULL",0.150431034482759
"7017","Strayer University-Coral Springs Campus","NULL",0.150431034482759
"7018","Strayer University-Fort Lauderdale Campus","NULL",0.150431034482759
"7019","Strayer University-Salt Lake Campus","NULL",0.150431034482759
"7020","Strayer University-Teays Valley Campus","NULL",0.150431034482759
"7021","Strayer University-Allentown Campus","NULL",0.150431034482759
"7022","Strayer University-Columbus Campus","NULL",0.150431034482759
"7023","Strayer University-Mason Campus","NULL",0.150431034482759
"7024","Strayer University-Fairview Park Campus","NULL",0.150431034482759
"7025","Strayer University-Akron Campus","NULL",0.150431034482759
"7026","Strayer University-Florence Campus","NULL",0.150431034482759
"7027","Strayer University-Miramar Campus","NULL",0.150431034482759
"7028","Keiser University-Melbourne","NULL",0.079664570230608
"7029","Keiser University-Tallahassee","NULL",0.079664570230608
"7030","Keiser University-Daytona","NULL",0.079664570230608
"7031","Keiser University-Lakeland","NULL",0.079664570230608
"7032","Keiser University- Miami","NULL",0.079664570230608
"7033","Keiser University-Orlando","NULL",0.079664570230608
"7034","Keiser University-Sarasota","NULL",0.079664570230608
"7035","Keiser University-Jacksonville","NULL",0.079664570230608
"7036","Keiser University-Tampa","NULL",0.079664570230608
"7037","Keiser University-Pembroke Pines","NULL",0.079664570230608
"7038","Keiser University-Port St Lucie","NULL",0.079664570230608
"7039","Keiser University-West Palm Beach","NULL",0.079664570230608
"7040","Manhattan Hairstyling Academy - North","NULL",0.148648648648649
"7041","Advanced Career Training - Morrow Campus","NULL",0.57516339869281
"7042","Apollo College–Reno","NULL",0.0556962025316456
"7043","Graceland University - Independence","NULL",0.0539389638041164
"7044","Baker University School of Nursing","NULL",0.0751930940481599
"7045","Baker University School of Professional and Graduate Studies and Graduate School of Education","NULL",0.0751930940481599
"7046","Coffeyville Technical Campus","NULL",0.04957805907173
"7047","Columbus Technical Campus","NULL",0.04957805907173
"7048","PJ's College of Cosmetology- Greenfield","NULL",0.174107142857143
"7049","PJ's College of Cosmetology- Muncie","NULL",0.174107142857143
"7050","PJ's College of Cosmetology- Indianapolis","NULL",0.174107142857143
"7051","PJ's College of Cosmetology- Plainfield","NULL",0.174107142857143
"7052","Union College-Bennett Center","NULL",0.0555058191584602
"7053","Empire Beauty School-Caribou","NULL",0.0668316831683168
"7054","Empire Beauty School-Bangor","NULL",0.0668316831683168
"7055","Empire Beauty School-Waterville","NULL",0.0668316831683168
"7056","The Art Institute of Boston at Lesley University","NULL",0.0464852607709751
"7057","Cleary University","NULL",0.0970129526830558
"7058","Davenport University-Warren Location","NULL",0.0627022653721683
"7059","Davenport University-Kalamazoo Location","NULL",0.0627022653721683
"7060","Davenport University-Lansing Location","NULL",0.0627022653721683
"7061","Davenport University-Midland Location","NULL",0.0627022653721683
"7062","Davenport University-Holland Location","NULL",0.0627022653721683
"7063","Davenport University-Flint Location","NULL",0.0627022653721683
"7064","Davenport University-Caro Location","NULL",0.0627022653721683
"7065","Davenport University-Traverse City Location","NULL",0.0627022653721683
"7066","Davenport University-Alma Location","NULL",0.0627022653721683
"7067","Davenport University-Saginaw Location","NULL",0.0627022653721683
"7068","Davenport University-Livonia Location","NULL",0.0627022653721683
"7069","Davenport University-Battle Creek Location","NULL",0.0627022653721683
"7070","Anoka-Ramsey Community College-Cambridge Campus","NULL",0.057742782152231
"7071","Central Lakes College-Staples Campus","NULL",0.0584158415841584
"7072","M State - Detroit Lakes Campus","NULL",0.0586600802716888
"7073","M State - Moorhead Campus","NULL",0.0586600802716888
"7074","M State - Wadena Campus","NULL",0.0586600802716888
"7075","South Central  College-Faribault","NULL",0.0583218707015131
"7076","Mesabi Range College","NULL",0.0769610261470153
"7077","Northland Community and Technical College - East Grand Forks","NULL",0.0586600802716888
"7078","Ridgewater College","NULL",0.0493091303169873
"7079","Minnesota State College-SE Technical-Red Wing","NULL",0.0592290817925415
"7080","Copiah-Lincoln Community College Simpson County Center","NULL",0.102727272727273
"7081","Copiah-Lincoln Community College-Natchez Campus","NULL",0.102727272727273
"7082","Pearl River Community College-Forrest County Center","NULL",0.101756954612006
"7083","Metro Business College","NULL",0.0793969849246231
"7084","Metro Business College","NULL",0.0793969849246231
"7085","Metro Business College","NULL",0.0793969849246231
"7086","New Hampshire Institute for Therapeutic Arts","NULL",0.201933804388248
"7087","Berkeley College - Westchester Campus","NULL",0.110769230769231
"7088","Culinary Institute of America at Greystone","NULL",0.0598694575737115
"7089","Culinary Institute of America  San Antonio","NULL",0.0598694575737115
"7090","Pratt Manhattan-A Division of Pratt Institute","NULL",0.0547911547911548
"7091","Los Angeles Center","NULL",0.0817518248175182
"7092","Florida Center","NULL",0.0817518248175182
"7093","Sacramento Center","NULL",0.0817518248175182
"7094","Montpelier Center - Closed July 2013","NULL",0.0817518248175182
"7095","Brattleboro Center","NULL",0.0817518248175182
"7096","Western Seminary-San Jose","NULL",0.104082806210466
"7097","Western Seminary-Sacramento","NULL",0.104082806210466
"7098","Toni&Guy Hairdressing Academy","NULL",0.0335443037974684
"7099","Bucks County Community College-Upper Bucks Campus","NULL",0.0627828054298643
"7100","Bucks County Community College-Lower Bucks Campus","NULL",0.0627828054298643
"7101","Harrisburg Area Community College-Lancaster","NULL",0.0577968526466381
